VendorID,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,1,1.7,1,N,238,142,2,9,2.5,0.5,0,0,0.3,12.3,2.5
1,1,2.4,1,N,237,238,1,9.5,2.5,0.5,3.2,0,0.3,16,2.5
1,1,2.8,1,N,144,100,2,12,2.5,0.5,0,0,0.3,15.3,2.5
1,1,4.4,1,N,263,113,1,16.5,2.5,0.5,5.9,0,0.3,25.7,2.5
1,1,4,1,N,113,140,1,19,2.5,0.5,4.45,0,0.3,26.75,2.5
1,1,2.8,1,N,141,100,1,12.5,2.5,0.5,3.95,0,0.3,19.75,2.5
1,2,0.8,1,N,151,238,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5
2,1,1.66,1,N,140,263,2,7.5,0,0.5,0,0,0.3,10.8,2.5
1,1,0.5,1,N,75,75,1,6,0,0.5,2,0,0.3,8.8,0
1,1,2.8,1,N,262,142,1,11.5,2.5,0.5,2,0,0.3,16.8,2.5
1,1,2.5,1,N,140,170,1,9.5,2.5,0.5,1.1,0,0.3,13.9,2.5
1,1,0.7,1,N,170,107,2,5,2.5,0.5,0,0,0.3,8.3,2.5
2,1,0.88,1,N,238,238,2,5.5,0,0.5,0,0,0.3,8.8,2.5
2,2,5.93,1,N,151,90,1,20,0,0.5,4.66,0,0.3,27.96,2.5
1,1,0,1,N,29,39,1,24.2,0,0.5,0,0,0.3,25,0
2,1,4.98,1,N,262,90,2,18,0,0.5,0,0,0.3,21.3,2.5
2,5,0.6,1,N,90,186,1,4,0,0.5,1.11,0,0.3,8.41,2.5
2,4,0.96,1,N,186,234,1,7.5,0,0.5,3.24,0,0.3,14.04,2.5
2,1,0.66,1,N,151,238,2,4,0,0.5,0,0,0.3,7.3,2.5
2,1,1.48,1,N,100,237,1,7,0,0.5,2.58,0,0.3,12.88,2.5
2,1,2.13,1,N,263,239,2,10,0,0.5,0,0,0.3,13.3,2.5
2,3,2.1,1,N,142,164,1,9.5,0,0.5,2,0,0.3,14.8,2.5
2,2,0.5,1,N,249,249,2,4.5,0,0.5,0,0,0.3,7.8,2.5
1,1,2.7,1,N,262,142,1,11.5,2.5,0.5,2.95,0,0.3,17.75,2.5
1,1,0,1,N,24,74,1,14.2,0,0.5,0,0,0.3,15,0
1,1,0.6,1,N,74,74,2,5.5,0,0.5,0,0,0.3,6.3,0
1,1,0.5,1,N,238,151,2,4,0,0.5,0,0,0.3,4.8,0
2,1,3.88,1,N,196,95,2,13,0,0.5,0,0,0.3,13.8,0
1,1,1.5,1,N,90,48,2,7,2.5,0.5,0,0,0.3,10.3,2.5
1,1,1.3,1,N,41,74,2,8.5,0,0.5,0,0,0.3,9.3,0
2,1,1.64,1,N,236,162,1,8,0,0.5,2.26,0,0.3,13.56,2.5
1,1,0,1,N,77,91,1,17.2,0,0.5,0,0,0.3,18,0
1,1,0,1,N,232,48,1,24.2,0,0.5,0,0,0.3,25,0
1,0,0.4,1,N,151,238,2,4,0,0.5,0,0,0.3,4.8,0
1,0,0.3,1,N,142,143,1,3,2.5,0.5,1,0,0.3,7.3,2.5
1,0,4.6,1,N,143,42,1,17.5,2.5,0.5,2,0,0.3,22.8,2.5
1,1,1.3,1,N,42,41,2,7,0,0.5,0,0,0.3,7.8,0
2,1,0.8,1,N,41,74,2,6,0,0.5,0,0,0.3,6.8,0
2,1,0.55,1,N,41,42,2,4.5,0,0.5,0,0,0.3,5.3,0
2,1,0.56,1,N,238,238,1,4,0,0.5,3,0,0.3,10.3,2.5
2,1,0.92,1,N,142,50,1,5.5,0,0.5,12,0,0.3,20.8,2.5
2,1,0.54,1,N,143,142,2,4,0,0.5,0,0,0.3,7.3,2.5
2,1,0,1,N,142,142,3,-2.5,0,-0.5,0,0,-0.3,-5.8,-2.5
2,1,0,1,N,142,142,2,2.5,0,0.5,0,0,0.3,5.8,2.5
1,1,0.6,1,N,229,162,3,5,2.5,0.5,0,0,0.3,8.3,2.5
1,1,2.6,1,N,229,74,1,9,2.5,0.5,2.45,0,0.3,14.75,2.5
1,1,3.3,1,N,236,50,1,14,2.5,0.5,3.45,0,0.3,20.75,2.5
2,1,2.22,1,N,262,162,2,10,0,0.5,0,0,0.3,13.3,2.5
2,2,1.29,1,N,48,161,1,7,0,0.5,2.58,0,0.3,12.88,2.5
1,1,7.2,1,N,107,194,1,22,2.5,0.5,9.4,6.12,0.3,40.82,2.5
1,1,1.7,1,N,237,164,1,7.5,2.5,0.5,0,0,0.3,10.8,2.5
2,1,3.72,1,N,143,141,1,15.5,0,0.5,5.64,0,0.3,24.44,2.5
1,1,1.4,1,N,143,238,1,6.5,2.5,0.5,1.47,0,0.3,11.27,2.5
2,1,0.77,1,N,161,48,2,5.5,0,0.5,0,0,0.3,8.8,2.5
2,1,0.86,1,N,238,43,1,4.5,0,0.5,0,0,0.3,5.3,0
2,2,0.48,1,N,41,41,1,3.5,0,0.5,1.08,0,0.3,5.38,0
2,2,1.89,1,N,74,152,2,9,0,0.5,0,0,0.3,9.8,0
1,1,0.7,1,N,79,224,1,5.5,2.5,0.5,2.6,0,0.3,11.4,2.5
2,2,2.41,1,N,211,186,2,10.5,0,0.5,0,0,0.3,13.8,2.5
2,1,2.63,1,N,90,142,1,10,0,0.5,2.66,0,0.3,15.96,2.5
2,1,1.55,1,N,24,239,1,8.5,0,0.5,1,0,0.3,12.8,2.5
2,5,0,1,N,113,264,3,-2.5,0,-0.5,0,0,-0.3,-5.8,-2.5
2,5,0,1,N,113,264,2,2.5,0,0.5,0,0,0.3,5.8,2.5
2,5,1.02,1,N,237,161,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,3,1.75,1,N,137,90,1,9,0,0.5,2.46,0,0.3,14.76,2.5
1,1,1.5,1,N,107,161,1,8,2.5,0.5,0,0,0.3,11.3,2.5
2,1,3.03,1,N,140,161,1,11.5,0,0.5,2,0,0.3,16.8,2.5
2,1,4.68,1,N,140,42,1,15.5,0,0.5,6,0,0.3,24.8,2.5
2,1,8.54,1,N,262,95,2,28,0,0.5,0,0,0.3,31.3,2.5
2,1,1.85,1,N,50,170,1,9.5,0,0.5,0.01,0,0.3,12.81,2.5
2,1,0.54,1,N,141,141,2,4.5,0,0.5,0,0,0.3,7.8,2.5
2,1,0.65,1,N,262,236,2,5,0,0.5,0,0,0.3,8.3,2.5
1,1,0.3,1,N,151,238,2,4,2.5,0.5,0,0,0.3,7.3,2.5
1,1,3.3,1,N,263,170,1,13,2.5,0.5,4.05,0,0.3,20.35,2.5
1,1,3.5,1,N,263,224,1,13,2.5,0.5,3.25,0,0.3,19.55,2.5
2,1,4.42,1,N,100,75,2,16.5,0,0.5,0,0,0.3,19.8,2.5
1,1,1.5,1,Y,163,186,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5
2,5,1.5,1,N,166,239,2,8,0,0.5,0,0,0.3,11.3,2.5
2,2,1.13,1,N,262,75,2,7,0,0.5,0,0,0.3,10.3,2.5
2,3,0.59,1,N,142,239,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5
1,1,0,1,N,113,90,1,9.2,0,0.5,0,0,0.3,10,0
1,1,0,1,N,263,140,1,11.2,0,0.5,0,0,0.3,12,0
1,0,2.1,1,N,107,170,2,11,2.5,0.5,0,0,0.3,14.3,2.5
2,1,0,1,N,152,166,2,2.5,0,0.5,0,0,0.3,3.3,0
1,1,0.2,1,N,45,45,2,3.5,2.5,0.5,0,0,0.3,6.8,2.5
1,2,0.9,1,N,107,79,1,5,2.5,0.5,2.05,0,0.3,10.35,2.5
2,1,1.07,1,N,163,229,1,6.5,0,0.5,2.45,0,0.3,12.25,2.5
2,1,0.98,1,N,141,237,1,6,0,0.5,1.86,0,0.3,11.16,2.5
2,1,1.41,1,N,229,237,1,8,0,0.5,2.26,0,0.3,13.56,2.5
1,1,2.8,1,N,166,142,2,14,2.5,0.5,0,0,0.3,17.3,2.5
1,1,1.3,1,N,48,158,2,6,2.5,0.5,0,0,0.3,9.3,2.5
1,2,1.3,1,N,170,141,1,6,2.5,0.5,2.75,0,0.3,12.05,2.5
2,1,1.28,1,N,234,230,1,6.5,0,0.5,1.47,0,0.3,11.27,2.5
2,1,2.36,1,N,234,232,2,11,0,0.5,0,0,0.3,14.3,2.5
2,1,1.45,1,N,162,50,2,8,0,0.5,0,0,0.3,11.3,2.5
2,1,2.93,1,N,143,236,2,11.5,0,0.5,0,0,0.3,14.8,2.5
2,1,2.98,1,N,141,79,1,11,0,0.5,3.58,0,0.3,17.88,2.5
2,1,1.47,1,N,188,188,2,7.5,0,0.5,0,0,0.3,8.3,0
1,0,0.4,1,N,243,243,3,3.5,0,0.5,0,0,0.3,4.3,0
1,0,0.4,1,N,239,239,3,4,2.5,0.5,0,0,0.3,7.3,2.5
2,1,2.13,1,N,230,140,2,10,0,0.5,0,0,0.3,13.3,2.5
2,1,0.39,1,N,74,74,2,4,0,0.5,0,0,0.3,4.8,0
1,1,2.2,1,N,236,161,2,9.5,2.5,0.5,0,0,0.3,12.8,2.5
1,1,0.5,1,N,236,237,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
1,1,0,1,N,102,198,1,11.2,0,0.5,0,0,0.3,12,0
1,1,3.6,1,N,166,140,1,15.5,2.5,0.5,5.6,0,0.3,24.4,2.5
1,1,1.6,1,N,262,75,1,8,2.5,0.5,2.25,0,0.3,13.55,2.5
2,1,0.72,1,N,48,163,1,4,0,0.5,1.46,0,0.3,8.76,2.5
2,1,3.3,1,N,107,143,1,14,0,0.5,0,0,0.3,17.3,2.5
2,1,2.96,1,N,186,239,1,10.5,0,0.5,4.14,0,0.3,17.94,2.5
2,1,1.67,1,N,7,179,1,8,0,0.5,2.2,0,0.3,11,0
2,1,5.02,1,N,239,244,1,15.5,0,0.5,4.7,0,0.3,23.5,2.5
2,5,3.05,1,N,229,68,2,12,0,0.5,0,0,0.3,15.3,2.5
2,1,0.68,1,N,262,262,1,4.5,0,0.5,0,0,0.3,7.8,2.5
1,0,1.2,1,N,264,264,1,5.5,0,0.5,1.55,0,0.3,7.85,0
1,1,7.9,1,N,264,264,1,27,0,0.5,5.55,0,0.3,33.35,0
2,1,0.7,1,N,41,42,1,5,0,0.5,0,0,0.3,5.8,0
1,1,0,1,N,170,51,1,39.2,0,0.5,0,0,0.3,40,0
1,1,1.7,1,N,145,146,2,9,0,0.5,0,0,0.3,9.8,0
1,1,0.5,1,N,151,43,2,4,0,0.5,0,0,0.3,4.8,0
1,1,3,1,N,239,229,2,13.5,2.5,0.5,0,0,0.3,16.8,2.5
1,1,2,1,N,100,239,1,8.5,2.5,0.5,3,0,0.3,14.8,2.5
1,2,0.7,1,N,236,263,2,5,2.5,0.5,0,0,0.3,8.3,2.5
1,2,0.8,1,N,262,140,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5
2,2,3.03,1,N,107,237,2,11.5,0,0.5,0,0,0.3,14.8,2.5
1,1,6.9,1,N,137,112,2,23,2.5,0.5,0,0,0.3,26.3,2.5
2,1,5.3,1,N,88,170,1,17,0,0.5,2,0,0.3,22.3,2.5
2,1,1.6,1,N,239,48,2,9,0,0.5,0,0,0.3,12.3,2.5
1,1,0,1,N,209,61,1,18.2,0,0.5,0,0,0.3,19,0
1,2,1.3,1,N,234,158,2,7.5,2.5,0.5,0,0,0.3,10.8,2.5
1,1,0.6,1,N,236,237,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
2,1,0.99,1,N,238,43,2,6,0,0.5,0,0,0.3,9.3,2.5
1,1,1,1,N,107,233,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
1,1,0.5,1,N,229,141,1,4,2.5,0.5,1.7,0,0.3,9,2.5
1,1,4.1,1,N,141,79,2,14,2.5,0.5,0,0,0.3,17.3,2.5
1,1,0.8,1,N,263,236,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5
1,1,2.8,1,N,236,142,1,12,2.5,0.5,0,0,0.3,15.3,2.5
1,1,1.8,1,N,230,239,2,8,2.5,0.5,0,0,0.3,11.3,2.5
2,4,5.18,1,N,166,170,1,19,0,0.5,4.46,0,0.3,26.76,2.5
2,1,0.6,1,N,74,74,2,5,0,0.5,0,0,0.3,5.8,0
2,1,0.92,1,N,42,116,1,5.5,0,0.5,0,0,0.3,6.3,0
2,1,3.15,1,N,42,236,1,13,0,0.5,1,0,0.3,14.8,0
1,1,2.9,1,N,249,161,3,11.5,2.5,0.5,0,0,0.3,14.8,2.5
1,1,1.4,1,N,237,236,2,7,2.5,0.5,0,0,0.3,10.3,2.5
2,5,1.12,1,N,246,68,2,5.5,0,0.5,0,0,0.3,8.8,2.5
2,5,2.76,1,N,143,166,2,9.5,0,0.5,0,0,0.3,12.8,2.5
1,1,2.3,1,N,186,231,1,9,2.5,0.5,1,0,0.3,13.3,2.5
1,1,1.9,1,N,211,68,2,8,2.5,0.5,0,0,0.3,11.3,2.5
1,1,0.4,1,N,262,262,1,4,2.5,0.5,1.45,0,0.3,8.75,2.5
1,1,0.7,1,N,140,229,2,5,2.5,0.5,0,0,0.3,8.3,2.5
2,1,1.4,1,N,151,239,2,6,0,0.5,0,0,0.3,9.3,2.5
2,1,1.44,1,N,151,75,1,8.5,0,0.5,0,0,0.3,9.3,0
2,0,0,5,N,142,142,3,-7,0,-0.5,0,0,-0.3,-10.3,-2.5
2,0,0,5,N,142,142,2,7,0,0.5,0,0,0.3,10.3,2.5
2,1,2.63,1,N,238,41,2,11,0,0.5,0,0,0.3,14.3,2.5
2,1,2.1,1,N,229,236,1,9,0,0.5,3.69,0,0.3,15.99,2.5
2,1,0.51,1,N,230,161,2,4.5,0,0.5,0,0,0.3,7.8,2.5
2,1,1.03,1,N,234,246,1,6.5,0,0.5,1,0,0.3,10.8,2.5
2,1,4.28,1,N,45,141,1,17,0,0.5,5.08,0,0.3,25.38,2.5
1,1,0,1,N,243,95,1,36.2,0,0.5,0,6.12,0.3,43.12,0
1,1,3.4,1,N,198,63,1,14,0,0.5,3.7,0,0.3,18.5,0
2,1,15.18,1,N,186,14,2,45.5,0,0.5,0,0,0.3,48.8,2.5
2,1,2.34,1,N,140,239,1,12,0,0.5,2.5,0,0.3,17.8,2.5
1,1,2.4,1,N,143,140,2,12,2.5,0.5,0,0,0.3,15.3,2.5
2,1,0.83,1,N,43,238,2,4.5,0,0.5,0,0,0.3,5.3,0
2,1,3.13,1,N,238,161,1,13,0,0.5,4.89,0,0.3,21.19,2.5
1,1,1.9,1,N,236,162,1,9.5,2.5,0.5,3.2,0,0.3,16,2.5
2,1,4.46,1,N,261,48,1,16,0,0.5,3.86,0,0.3,23.16,2.5
2,1,1.3,1,N,239,238,1,8,0,0.5,1.7,0,0.3,13,2.5
2,1,1.29,1,N,151,239,1,7.5,0,0.5,2.7,0,0.3,13.5,2.5
2,1,5.55,1,N,50,262,2,18.5,0,0.5,0,0,0.3,21.8,2.5
2,1,1.19,1,N,211,107,2,6,0,0.5,0,0,0.3,9.3,2.5
1,1,2.9,1,N,262,137,1,11,2.5,0.5,2.85,0,0.3,17.15,2.5
2,1,0.85,1,N,75,263,2,5,0,0.5,0,0,0.3,8.3,2.5
2,1,0.79,1,N,262,140,1,5,0,0.5,1.7,0,0.3,10,2.5
1,1,5.9,1,N,132,122,1,20,0,0.5,4.15,0,0.3,24.95,0
1,1,1.2,1,N,140,263,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5
1,2,1.1,1,N,140,229,1,6.5,2.5,0.5,0.98,0,0.3,10.78,2.5
1,1,3.5,1,N,140,234,1,13,2.5,0.5,3.25,0,0.3,19.55,2.5
2,1,0.63,1,N,137,107,1,4,0,0.5,1.2,0,0.3,8.5,2.5
2,1,1.72,1,N,164,229,2,7.5,0,0.5,0,0,0.3,10.8,2.5
2,1,2.39,1,N,151,75,2,12.5,0,0.5,0,0,0.3,15.8,2.5
1,1,2.1,1,N,74,238,1,10,0,0.5,2.15,0,0.3,12.95,0
2,2,2.48,1,N,141,137,2,9.5,0,0.5,0,0,0.3,12.8,2.5
2,2,1.9,1,N,170,140,2,8.5,0,0.5,0,0,0.3,11.8,2.5
1,1,2.4,1,N,142,24,1,10.5,2.5,0.5,2.75,0,0.3,16.55,2.5
2,2,1.49,1,N,263,140,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,3,0.48,1,N,107,234,1,4.5,0,0.5,2.34,0,0.3,10.14,2.5
2,2,2.36,1,N,142,161,1,10,0,0.5,2.66,0,0.3,17.91,2.5
2,2,2.42,1,N,143,140,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5
2,2,0.95,1,N,140,263,2,7,0,0.5,0,0,0.3,10.3,2.5
2,3,2.86,1,N,87,79,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5
2,2,3.92,1,N,170,112,2,14,0,0.5,0,6.12,0.3,23.42,2.5
1,1,0.5,1,N,90,249,1,4,2.5,0.5,2.15,0,0.3,9.45,2.5
1,1,1.6,1,N,249,148,1,8.5,2.5,0.5,3,0,0.3,14.8,2.5
2,1,2.08,1,N,237,239,2,9.5,0,0.5,0,0,0.3,12.8,2.5
2,1,0.84,1,N,236,140,2,6.5,0,0.5,0,0,0.3,9.8,2.5
1,1,1.2,1,N,236,141,1,7,2.5,0.5,2.7,0,0.3,13,2.5
1,2,1.4,1,N,262,229,1,8,2.5,0.5,1.25,0,0.3,12.55,2.5
1,2,2.5,1,N,262,162,2,14,2.5,0.5,0,0,0.3,17.3,2.5
1,1,1.4,1,N,162,142,1,7,2.5,0.5,3.05,0,0.3,13.35,2.5
2,1,4.6,1,N,145,36,2,18,0,0.5,0,0,0.3,18.8,0
2,3,1.4,1,N,143,246,1,6,0,0.5,2.32,0,0.3,11.62,2.5
1,1,2,1,Y,137,148,2,9.5,2.5,0.5,0,0,0.3,12.8,2.5
2,1,1.32,1,N,48,246,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,1,0.5,1,N,237,237,2,4,0,0.5,0,0,0.3,7.3,2.5
1,1,8.9,1,N,236,33,2,27.5,2.5,0.5,0,0,0.3,30.8,2.5
2,5,3.48,1,N,68,140,1,13.5,0,0.5,3.36,0,0.3,20.16,2.5
1,1,0.9,1,N,263,141,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
2,2,1.31,1,N,48,48,2,7,0,0.5,0,0,0.3,10.3,2.5
1,1,3.6,1,N,236,79,1,13,2.5,0.5,2.45,0,0.3,18.75,2.5
2,4,2.04,1,N,233,230,1,10,0,0.5,2.66,0,0.3,15.96,2.5
2,3,1.72,1,N,163,142,2,10,0,0.5,0,0,0.3,13.3,2.5
1,1,7.7,1,N,43,244,1,23.5,2.5,0.5,5.35,0,0.3,32.15,2.5
2,2,1.57,1,N,236,237,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,1,0.42,1,N,236,263,1,3.5,0,0.5,0,0,0.3,6.8,2.5
2,1,1.05,1,N,113,211,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,1,3.64,1,N,107,237,2,14,0,0.5,0,0,0.3,17.3,2.5
1,1,0,1,N,189,89,1,14.2,0,0.5,0,0,0.3,15,0
2,1,0.85,1,N,230,161,1,6,0,0.5,1,0,0.3,10.3,2.5
2,1,3.11,1,N,161,238,1,12.5,0,0.5,3.95,0,0.3,19.75,2.5
2,1,1.01,1,N,43,142,1,5.5,0,0.5,2.2,0,0.3,11,2.5
1,1,0,1,N,238,151,1,11.2,0,0.5,0,0,0.3,12,0
1,1,0.9,1,N,42,42,2,6,0,0.5,0,0,0.3,6.8,0
1,1,1.2,1,N,236,237,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5
1,1,0,1,N,75,25,1,28.2,0,0.5,0,0,0.3,29,0
2,1,2.43,1,N,163,151,1,10.5,0,0.5,3.45,0,0.3,17.25,2.5
2,1,3.05,1,N,140,234,1,13,0,0.5,1.63,0,0.3,17.93,2.5
2,1,1.1,1,N,161,170,2,6,0,0.5,0,0,0.3,9.3,2.5
2,5,7.03,1,N,170,25,2,23,0,0.5,0,0,0.3,26.3,2.5
1,1,12.4,1,N,132,138,2,34,0,0.5,0,0,0.3,34.8,0
2,1,1.47,1,N,142,238,2,7,0,0.5,0,0,0.3,10.3,2.5
2,1,2.98,1,N,24,24,1,22.5,0,0.5,6.99,0,0.3,30.29,0
2,2,2.22,1,N,75,42,1,9,0,0.5,0,0,0.3,9.8,0
1,1,5.2,1,N,137,112,2,18,2.5,0.5,0,0,0.3,21.3,2.5
2,1,1.27,1,N,142,238,1,6,0,0.5,1.86,0,0.3,11.16,2.5
2,1,2,1,N,48,238,1,8,0,0.5,2.83,0,0.3,14.13,2.5
2,1,0.91,1,N,238,239,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,1,5.53,1,N,83,141,2,21.5,0,0.5,0,0,0.3,24.8,2.5
1,1,0,1,N,107,182,1,30.2,0,0.5,0,0,0.3,31,0
1,1,0,1,N,248,242,1,14.2,0,0.5,0,0,0.3,15,0
2,1,0.68,1,N,107,137,2,5,0,0.5,0,0,0.3,8.3,2.5
1,1,0.8,1,N,237,236,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
2,2,1.49,1,N,113,231,1,7,0,0.5,2.06,0,0.3,12.36,2.5
2,2,1.35,1,N,125,234,1,6,0,0.5,2.32,0,0.3,11.62,2.5
2,2,1.37,1,N,234,162,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,2,1.17,1,N,233,107,2,6.5,0,0.5,0,0,0.3,9.8,2.5
1,1,7.9,1,N,68,7,2,37.5,2.5,0.5,0,0,0.3,40.8,2.5
1,0,0.7,1,N,140,237,1,5.5,2.5,0.5,2.2,0,0.3,11,2.5
1,0,1.8,1,N,236,229,1,9.5,2.5,0.5,3.84,0,0.3,16.64,2.5
2,1,1.16,1,N,75,41,2,6,0,0.5,0,0,0.3,6.8,0
2,1,1.66,1,N,74,75,2,7,0,0.5,0,0,0.3,7.8,0
2,1,5.16,1,N,239,114,1,18.5,0,0.5,4.36,0,0.3,26.16,2.5
2,1,0.56,1,N,48,48,2,4,0,0.5,0,0,0.3,7.3,2.5
2,1,8.51,1,N,143,127,2,25.5,0,0.5,0,0,0.3,28.8,2.5
2,1,19.28,1,N,132,22,2,54,0,0.5,0,0,0.3,54.8,0
2,1,0.7,1,N,48,230,2,4,0,0.5,0,0,0.3,7.3,2.5
2,1,0.85,1,N,75,238,2,5.5,0,0.5,0,0,0.3,6.3,0
2,1,1.18,1,N,238,236,1,6,0,0.5,1,0,0.3,10.3,2.5
2,1,0.7,1,N,236,262,2,5.5,0,0.5,0,0,0.3,8.8,2.5
2,6,2.76,1,N,107,161,1,11.5,0,0.5,3.7,0,0.3,18.5,2.5
2,1,0.68,1,N,141,161,1,4,0,0.5,1.46,0,0.3,8.76,2.5
2,1,0.55,1,N,236,236,2,4.5,0,0.5,0,0,0.3,7.8,2.5
2,1,0.78,1,N,239,239,2,4.5,0,0.5,0,0,0.3,7.8,2.5
2,1,1.17,1,N,143,163,1,7,0,0.5,2.06,0,0.3,12.36,2.5
2,1,1.63,1,N,263,163,1,9.5,0,0.5,2.56,0,0.3,17.31,2.5
2,1,2.37,1,N,236,162,1,10,0,0.5,3.33,0,0.3,16.63,2.5
2,1,1.09,1,N,140,237,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
2,1,1.72,1,N,237,170,1,8,0,0.5,1.5,0,0.3,12.8,2.5
1,0,1.9,1,N,68,170,1,8,2.5,0.5,2.8,0,0.3,14.1,2.5
1,0,6.1,1,N,231,161,1,19,2.5,0.5,1.7,0,0.3,24,2.5
2,1,1.34,1,N,238,75,2,7.5,0,0.5,0,0,0.3,10.8,2.5
2,1,0.95,1,N,238,142,2,5,0,0.5,0,0,0.3,8.3,2.5
2,1,3.4,1,N,151,162,2,15,0,0.5,0,0,0.3,18.3,2.5
2,1,0.63,1,N,262,262,1,4.5,0,0.5,0.45,0,0.3,8.25,2.5
2,1,1.47,1,N,262,75,2,8,0,0.5,0,0,0.3,11.3,2.5
1,1,1,1,N,233,229,2,5,2.5,0.5,0,0,0.3,8.3,2.5
1,1,0.3,1,N,137,107,2,3,2.5,0.5,0,0,0.3,6.3,2.5
2,1,0.48,1,N,74,74,3,-3.5,0,-0.5,0,0,-0.3,-4.3,0
2,1,0.48,1,N,74,74,2,3.5,0,0.5,0,0,0.3,4.3,0
2,1,7.99,1,N,74,79,2,24,0,0.5,0,0,0.3,27.3,2.5
1,1,0.9,1,N,162,48,1,6,2.5,0.5,2,0,0.3,11.3,2.5
1,1,1.5,1,N,234,114,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5
1,1,3.9,1,N,107,193,2,14,2.5,0.5,0,0,0.3,17.3,2.5
2,1,0.91,1,N,7,7,2,5.5,0,0.5,0,0,0.3,6.3,0
2,3,0.99,1,N,107,137,1,5,0,0.5,0.8,0,0.3,9.1,2.5
2,2,0.6,1,N,140,237,2,4.5,0,0.5,0,0,0.3,7.8,2.5
2,1,4.26,1,N,75,193,2,14,0,0.5,0,0,0.3,17.3,2.5
2,1,1.26,1,N,141,43,1,7,0,0.5,2.06,0,0.3,12.36,2.5
1,1,1.5,1,N,237,163,1,7.5,2.5,0.5,2.7,0,0.3,13.5,2.5
1,2,2.3,1,N,48,141,1,10,2.5,0.5,2.65,0,0.3,15.95,2.5
2,1,0.98,1,N,151,142,2,6.5,0,0.5,0,0,0.3,9.8,2.5
1,1,0,1,N,141,36,1,26.2,0,0.5,0,0,0.3,27,0
2,1,1.73,1,N,237,163,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,2,4.08,1,N,236,246,2,16,0,0.5,0,0,0.3,19.3,2.5
2,4,1.43,1,N,163,239,1,7,0,0.5,2.58,0,0.3,12.88,2.5
2,1,4.7,1,N,170,256,2,16.5,0,0.5,0,0,0.3,19.8,2.5
2,1,10.28,1,N,41,254,2,31,0,0.5,0,0,0.3,31.8,0
1,2,1.9,1,N,142,236,2,9.5,2.5,0.5,0,0,0.3,12.8,2.5
1,1,2.7,1,N,141,224,1,11,2.5,0.5,3.55,0,0.3,17.85,2.5
2,1,1.33,1,N,237,263,2,6,0,0.5,0,0,0.3,9.3,2.5
2,2,5,1,N,75,137,1,17,0,0.5,3,0,0.3,23.3,2.5
2,2,1.69,1,N,141,137,2,7,0,0.5,0,0,0.3,10.3,2.5
2,1,0.25,1,N,75,75,2,3,0,0.5,0,0,0.3,3.8,0
1,1,0.8,1,N,239,238,1,5,2.5,0.5,1.65,0,0.3,9.95,2.5
1,1,2.4,1,N,238,74,2,11,0,0.5,0,0,0.3,11.8,0
2,2,6.38,1,N,170,66,2,20,0,0.5,0,0,0.3,23.3,2.5
2,2,3.42,1,N,148,87,1,12.5,0,0.5,3.95,0,0.3,19.75,2.5
2,2,0.62,1,N,45,232,1,4.5,0,0.5,2.34,0,0.3,10.14,2.5
2,5,1.33,1,N,238,238,2,7.5,0,0.5,0,0,0.3,10.8,2.5
1,1,2.2,1,N,229,234,1,10,2.5,0.5,3.3,0,0.3,16.6,2.5
1,1,0.6,1,N,237,236,1,5,2.5,0.5,0.83,0,0.3,9.13,2.5
2,3,4.98,1,N,43,231,1,19.5,0,0.5,4.56,0,0.3,27.36,2.5
1,1,0.3,1,N,164,234,2,3.5,2.5,0.5,0,0,0.3,6.8,2.5
2,2,3.17,1,N,209,65,1,14.5,0,0.5,2.67,0,0.3,20.47,2.5
1,1,11,1,N,100,200,1,31.5,2.5,0.5,7.5,2.8,0.3,45.1,2.5
1,1,1.6,1,N,264,220,2,7.5,0,0.5,0,0,0.3,8.3,0
2,2,1.85,1,N,142,48,1,7.5,0,0.5,2.7,0,0.3,13.5,2.5
