VendorID,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,1,2.1,1,N,107,158,1,10,2.5,0.5,3.3,0,0.3,16.6,2.5
2,5,3.31,1,N,142,166,1,13.5,0,0.5,3.36,0,0.3,20.16,2.5
2,5,2.9,1,N,166,43,1,12.5,0,0.5,3.16,0,0.3,18.96,2.5
2,4,10.79,1,N,138,125,1,33,0,0.5,9.08,0,0.3,45.38,2.5
2,2,7.1,1,N,141,88,1,22.5,0,0.5,1,0,0.3,26.8,2.5
2,2,1.95,1,N,79,164,1,9.5,0,0.5,2.5,0,0.3,15.3,2.5
2,1,0.61,1,N,163,162,1,5,0,0.5,1,0,0.3,9.3,2.5
1,1,2.8,1,N,249,162,2,13.5,2.5,0.5,0,0,0.3,16.8,2.5
1,1,2.5,1,N,238,75,1,14.5,2.5,0.5,3.55,0,0.3,21.35,2.5
2,1,9.46,1,N,138,10,2,28,0,0.5,0,0,0.3,28.8,0
2,2,0.8,1,N,170,107,1,4.5,0,0.5,1.17,0,0.3,8.97,2.5
2,1,3.87,1,N,159,244,2,18.5,0,0.5,0,0,0.3,19.3,0
1,1,0,1,N,256,85,1,28.2,0,0.5,0,0,0.3,29,0
2,1,2.18,1,N,75,42,2,9.5,0,0.5,0,0,0.3,10.3,0
2,1,1.05,1,N,100,50,1,6,0,0.5,1.86,0,0.3,11.16,2.5
1,1,0.4,1,N,238,151,2,4,0,0.5,0,0,0.3,4.8,0
1,1,1.9,1,N,237,263,1,8,2.5,0.5,2.8,0,0.3,14.1,2.5
2,1,0.56,1,N,229,141,2,4,0,0.5,0,0,0.3,7.3,2.5
2,2,0.62,1,N,141,140,2,5,0,0.5,0,0,0.3,8.3,2.5
2,1,0.65,1,N,43,236,2,4,0,0.5,0,0,0.3,7.3,2.5
2,1,0.81,1,N,236,263,1,6,0,0.5,1.86,0,0.3,11.16,2.5
2,1,1.45,1,N,42,41,2,7.5,0,0.5,0,0,0.3,8.3,0
2,5,2.85,1,N,238,42,1,10.5,0,0.5,0,0,0.3,13.8,2.5
1,1,0,1,N,234,161,1,14.2,0,0.5,0,0,0.3,15,0
2,1,2.17,1,N,236,238,1,10,0,0.5,3.32,0,0.3,16.62,2.5
2,1,1.44,1,N,75,151,1,9,0,0.5,2.94,0,0.3,12.74,0
2,1,7.02,1,N,238,87,1,23.5,0,0.5,5.36,0,0.3,32.16,2.5
1,1,1.6,1,N,237,164,2,7.5,2.5,0.5,0,0,0.3,10.8,2.5
2,2,1.59,1,N,186,50,2,8.5,0,0.5,0,0,0.3,11.8,2.5
1,1,1.8,1,N,237,233,2,8,2.5,0.5,0,0,0.3,11.3,2.5
1,1,2.8,1,N,79,140,1,10,2.5,0.5,2.39,0,0.3,15.69,2.5
1,1,2.3,1,N,141,75,1,9.5,2.5,0.5,5,0,0.3,17.8,2.5
2,1,0.51,1,N,41,41,2,4,0,0.5,0,0,0.3,4.8,0
1,1,0,1,N,61,61,3,0,0,0,0,0,0,0,0
2,1,6.06,1,N,138,252,2,18,0,0.5,0,0,0.3,18.8,0
2,1,3.88,1,N,107,79,1,13.5,0,0.5,3,0,0.3,19.8,2.5
2,1,0.76,1,N,79,232,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,1,1.65,1,N,186,114,1,6.5,0,0.5,2.94,0,0.3,12.74,2.5
2,1,0.6,1,N,186,161,2,4,0,0.5,0,0,0.3,7.3,2.5
2,1,3,1,N,142,170,1,12.5,0,0.5,2.08,0,0.3,17.88,2.5
2,2,0.44,1,N,107,137,1,4,0,0.5,2.19,0,0.3,9.49,2.5
2,2,5.29,1,N,137,17,2,22,0,0.5,0,0,0.3,25.3,2.5
2,5,0.62,1,N,100,230,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5
1,1,0.7,1,N,140,237,1,6.5,2.5,0.5,2.2,0,0.3,12,2.5
1,1,1.4,1,N,186,249,2,6,2.5,0.5,0,0,0.3,9.3,2.5
2,1,0.57,1,N,236,263,2,6,0,0.5,0,0,0.3,9.3,2.5
2,1,2,1,N,186,107,1,11,0,0.5,4.29,0,0.3,18.59,2.5
2,1,1.27,1,N,107,233,1,7,0,0.5,3.09,0,0.3,13.39,2.5
2,1,2.09,1,N,170,68,2,10.5,0,0.5,0,0,0.3,13.8,2.5
2,1,1.35,1,N,162,100,2,7,0,0.5,0,0,0.3,10.3,2.5
2,1,13.3,1,N,48,165,2,45,0,0.5,0,0,0.3,48.3,2.5
2,1,2.63,1,N,107,236,1,10,0,0.5,2.66,0,0.3,15.96,2.5
2,1,7.85,1,N,141,33,1,23.5,0,0.5,6.7,0,0.3,33.5,2.5
1,0,0.7,1,N,87,45,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
2,1,0.86,1,N,236,236,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,1,0.54,1,N,236,237,2,4,0,0.5,0,0,0.3,7.3,2.5
1,1,4.1,1,N,43,233,1,16.5,2.5,0.5,1.98,0,0.3,21.78,2.5
1,1,1.9,1,Y,249,224,2,9.5,2.5,0.5,0,0,0.3,12.8,2.5
2,6,1.32,1,N,237,263,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
2,1,10.54,1,N,138,239,2,31.5,0,0.5,0,6.12,0.3,40.92,2.5
2,2,1.68,1,N,141,161,2,8.5,0,0.5,0,0,0.3,11.8,2.5
2,1,7.11,1,N,261,141,1,23,0,0.5,2.3,0,0.3,28.6,2.5
1,1,1.9,1,N,162,246,2,9,2.5,0.5,0,0,0.3,12.3,2.5
1,1,3.5,1,N,90,238,1,13.5,2.5,0.5,4.2,0,0.3,21,2.5
1,1,1.7,1,N,239,50,2,7.5,2.5,0.5,0,0,0.3,10.8,2.5
2,1,2.08,1,N,162,236,1,10,0,0.5,5,0,0.3,18.3,2.5
2,1,2.01,1,N,170,141,1,8,0,0.5,1,0,0.3,12.3,2.5
2,2,10.76,1,N,114,243,1,33,0,0.5,7.26,0,0.3,43.56,2.5
2,2,3.31,1,N,116,116,2,14.5,0,0.5,0,0,0.3,15.3,0
2,1,1.71,1,N,237,48,2,8,0,0.5,0,0,0.3,11.3,2.5
2,1,1.72,1,N,97,54,4,-8,0,-0.5,0,0,-0.3,-8.8,0
2,1,1.72,1,N,97,40,2,8,0,0.5,0,0,0.3,8.8,0
2,1,0,1,N,161,161,2,2.5,0,0.5,0,0,0.3,5.8,2.5
2,1,0.5,1,N,186,90,1,4,0,0.5,1.46,0,0.3,8.76,2.5
2,1,1.33,1,N,186,137,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5
1,2,1.1,1,N,238,142,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5
1,1,1.1,1,N,50,143,2,6,2.5,0.5,0,0,0.3,9.3,2.5
2,2,2.8,1,N,236,164,1,12,0,0.5,3.06,0,0.3,18.36,2.5
1,1,0,1,N,76,35,1,11.2,0,0.5,0,0,0.3,12,0
1,1,0.8,1,N,263,263,2,6,2.5,0.5,0,0,0.3,9.3,2.5
1,1,0.5,1,N,141,141,1,4.5,2.5,0.5,1.95,0,0.3,9.75,2.5
2,1,3.97,1,N,68,151,1,14.5,0,0.5,3.56,0,0.3,21.36,2.5
2,1,1.18,1,N,90,48,2,6,0,0.5,0,0,0.3,9.3,2.5
2,1,0.53,1,N,236,75,2,4,0,0.5,0,0,0.3,7.3,2.5
1,1,16.8,1,N,140,197,2,48.5,2.5,0.5,0,6.12,0.3,57.92,2.5
2,1,0.47,1,N,142,142,2,5,0,0.5,0,0,0.3,8.3,2.5
1,1,0.6,1,N,229,233,1,5,2.5,0.5,0,0,0.3,8.3,2.5
1,1,1,1,N,233,237,1,5.5,2.5,0.5,1,0,0.3,9.8,2.5
2,1,0.85,1,N,140,262,1,5,0,0.5,1.66,0,0.3,9.96,2.5
2,1,4.49,1,N,263,193,1,19,0,0.5,4.46,0,0.3,26.76,2.5
2,1,0.92,1,N,263,236,2,5.5,0,0.5,0,0,0.3,8.8,2.5
1,1,1.2,1,N,75,41,2,8,0,0.5,0,0,0.3,8.8,0
1,1,1,1,N,41,238,2,6,0,0.5,0,0,0.3,6.8,0
2,2,2.25,1,N,163,170,1,10,0,0.5,2.66,0,0.3,15.96,2.5
1,1,2.1,1,N,137,141,2,9,2.5,0.5,0,0,0.3,12.3,2.5
2,1,1.66,1,N,161,234,1,8,0,0.5,1,0,0.3,12.3,2.5
2,1,0.63,1,N,262,140,1,6,0,0.5,1.7,0,0.3,11,2.5
2,2,0,2,N,236,236,2,52,0,0.5,0,0,0.3,55.3,2.5
2,1,6.4,1,N,236,226,2,22.5,0,0.5,0,0,0.3,25.8,2.5
2,2,5.04,1,N,88,50,2,18.5,0,0.5,0,0,0.3,21.8,2.5
2,1,0.69,1,N,161,233,1,5,0,0.5,0,0,0.3,8.3,2.5
1,2,2.7,1,N,264,100,2,12,2.5,0.5,0,0,0.3,15.3,2.5
2,1,3.25,1,N,138,93,2,7.5,0,0.5,0,0,0.3,8.3,0
1,1,1.9,1,N,238,74,2,10,0,0.5,0,0,0.3,10.8,0
2,2,2.68,1,N,143,75,1,10,0,0.5,2.66,0,0.3,15.96,2.5
2,2,1.12,1,N,43,238,2,5.5,0,0.5,0,0,0.3,8.8,2.5
2,1,1.37,1,N,162,107,2,7,0,0.5,0,0,0.3,10.3,2.5
2,4,5.28,1,N,238,137,1,19.5,0,0.5,4.56,0,0.3,29.31,2.5
2,4,0.66,1,N,246,246,2,4.5,0,0.5,0,0,0.3,7.8,2.5
2,1,12.85,1,N,138,72,1,40,0,0.5,0,0,0.3,40.8,0
1,1,2.6,1,N,48,141,1,11.5,2.5,0.5,3.7,0,0.3,18.5,2.5
2,3,0.55,1,N,237,236,2,5,0,0.5,0,0,0.3,8.3,2.5
2,3,1.77,1,N,79,232,1,10,0,0.5,3.32,0,0.3,16.62,2.5
1,1,1.8,1,N,264,263,1,9.5,2.5,0.5,0,0,0.3,12.8,2.5
1,0,0.9,1,N,249,79,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
1,0,0.8,1,N,79,137,1,5,2.5,0.5,2.05,0,0.3,10.35,2.5
1,1,0,1,N,113,139,1,46.2,0,0.5,0,0,0.3,47,0
2,1,0.93,1,N,137,164,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
2,1,1.91,1,N,137,148,1,8.5,0,0.5,1,0,0.3,12.8,2.5
1,1,16.5,1,N,132,255,1,47,0,0.5,9.55,0,0.3,57.35,0
1,1,0.7,1,N,90,234,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
2,3,0.75,1,N,74,42,2,5.5,0,0.5,0,0,0.3,6.3,0
2,4,0.47,1,N,236,237,2,4,0,0.5,0,0,0.3,7.3,2.5
2,1,1.19,1,N,161,164,1,6.5,0,0.5,3,0,0.3,12.8,2.5
2,1,3.16,1,N,170,238,1,11.5,0,0.5,3.7,0,0.3,18.5,2.5
2,1,0.44,1,N,48,48,1,4,0,0.5,1.46,0,0.3,8.76,2.5
2,1,1.56,1,N,238,75,1,7,0,0.5,2.58,0,0.3,12.88,2.5
2,1,0.89,1,N,74,74,1,5.5,0,0.5,0,0,0.3,6.3,0
2,1,0.61,1,N,137,233,1,4.5,0,0.5,2.34,0,0.3,10.14,2.5
2,1,1.16,1,N,234,246,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
2,1,2,1,N,68,48,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
2,1,1.43,1,N,141,239,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,1,0.37,1,N,239,239,2,3.5,0,0.5,0,0,0.3,6.8,2.5
2,1,0.78,1,N,236,263,2,5,0,0.5,0,0,0.3,8.3,2.5
2,1,3.82,1,N,238,164,1,14,0,0.5,2.2,0,0.3,19.5,2.5
2,1,0.54,1,N,233,161,1,4,0,0.5,1,0,0.3,8.3,2.5
2,1,2.6,1,N,140,143,1,13,0,0.5,3.26,0,0.3,19.56,2.5
1,1,0.5,1,N,170,233,1,4,2.5,0.5,1,0,0.3,8.3,2.5
1,1,0.6,1,N,137,164,3,5.5,2.5,0.5,0,0,0.3,8.8,2.5
1,1,8.2,1,N,170,244,1,26.5,2.5,0.5,5.95,0,0.3,35.75,2.5
2,2,5.5,1,N,143,151,1,21,0,0.5,3,0,0.3,27.3,2.5
1,1,6,1,N,41,137,1,20.5,2.5,0.5,4.75,0,0.3,28.55,2.5
2,2,3.16,1,N,137,145,1,11,0,0.5,2.86,0,0.3,17.16,2.5
1,1,2.6,1,N,50,43,1,16,2.5,0.5,1.5,0,0.3,20.8,2.5
1,2,2.5,1,N,75,141,2,11.5,2.5,0.5,0,0,0.3,14.8,2.5
1,1,3.4,1,N,140,186,1,14,2.5,0.5,3.45,0,0.3,20.75,2.5
1,1,0,1,N,196,39,1,32.2,0,0.5,0,0,0.3,33,0
2,1,1.58,1,N,237,48,1,7,0,0.5,1.54,0,0.3,11.84,2.5
2,6,0.77,1,N,74,41,2,6,0,0.5,0,0,0.3,6.8,0
2,1,0.52,1,N,239,143,2,4,0,0.5,0,0,0.3,7.3,2.5
1,1,2.9,1,N,140,170,1,10.5,2.5,0.5,2.75,0,0.3,16.55,2.5
2,1,1.12,1,N,233,48,2,7,0,0.5,0,0,0.3,10.3,2.5
1,1,2.3,1,N,264,232,3,8.5,2.5,0.5,0,0,0.3,11.8,2.5
1,1,3.4,1,N,232,107,3,13,2.5,0.5,0,0,0.3,16.3,2.5
1,1,0,1,N,137,7,1,17.2,0,0.5,0,0,0.3,18,0
2,3,4.38,1,N,151,116,1,15,0,0.5,1.58,0,0.3,17.38,0
2,1,1.27,1,N,113,231,1,7,0,0.5,2.06,0,0.3,12.36,2.5
2,2,0.32,1,N,141,141,1,3.5,0,0.5,1.2,0,0.3,8,2.5
1,1,1.6,1,N,151,75,2,7.5,0,0.5,0,0,0.3,8.3,0
2,4,8.14,1,N,264,264,1,26.5,0,0.5,7.45,0,0.3,37.25,2.5
2,1,1.61,1,N,141,75,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,1,1.31,1,N,137,79,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,1,0.58,1,N,233,229,2,4,0,0.5,0,0,0.3,7.3,2.5
2,1,0.77,1,N,68,158,1,4.5,0,0.5,1.17,0,0.3,8.97,2.5
2,1,0.33,1,N,90,90,2,4,0,0.5,0,0,0.3,7.3,2.5
1,1,1.6,1,N,163,140,1,8.5,2.5,0.5,2.35,0,0.3,14.15,2.5
1,2,1.3,1,N,140,236,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5
1,1,1.1,1,N,263,43,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5
1,1,0.5,1,N,170,170,1,4,2.5,0.5,1.45,0,0.3,8.75,2.5
1,1,2.6,1,N,237,238,1,10.5,2.5,0.5,4.1,0,0.3,17.9,2.5
1,1,1,1,N,163,237,1,6,2.5,0.5,2.33,0,0.3,11.63,2.5
2,1,1.3,1,N,263,75,2,5.5,0,0.5,0,0,0.3,8.8,2.5
1,1,2.8,1,N,263,151,1,10.5,2.5,0.5,3,0,0.3,16.8,2.5
1,1,10.2,1,N,238,33,1,32.5,2.5,0.5,7.15,0,0.3,42.95,2.5
2,2,2.67,1,N,236,143,2,11,0,0.5,0,0,0.3,14.3,2.5
2,1,0.78,1,N,48,48,1,5,0,0.5,1.66,0,0.3,9.96,2.5
2,1,3.3,1,N,170,236,2,11,0,0.5,0,0,0.3,14.3,2.5
1,1,3.3,1,N,142,141,1,13.5,2.5,0.5,5,0,0.3,21.8,2.5
2,1,0.96,1,N,162,237,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5
2,1,3.06,1,N,48,236,1,11.5,0,0.5,3.7,0,0.3,18.5,2.5
2,1,0.11,1,N,237,237,2,3,0,0.5,0,0,0.3,6.3,2.5
2,1,1.15,1,N,249,234,1,5.5,0,0.5,2.2,0,0.3,11,2.5
2,1,1.01,1,N,161,186,2,6,0,0.5,0,0,0.3,9.3,2.5
2,1,1.39,1,N,74,75,1,8.5,0,0.5,1,0,0.3,10.3,0
2,1,1.69,1,N,50,68,2,7.5,0,0.5,0,0,0.3,10.8,2.5
1,1,1,1,N,90,249,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5
1,1,2.4,1,N,237,142,2,10.5,2.5,0.5,0,0,0.3,13.8,2.5
1,1,1.6,1,N,143,161,1,8,2.5,0.5,2.25,0,0.3,13.55,2.5
2,1,34.23,1,N,264,264,2,157.5,0,0.5,0,6.12,0.3,166.92,2.5
1,1,0.8,1,N,229,141,2,5,2.5,0.5,0,0,0.3,8.3,2.5
1,2,2.2,1,N,74,151,2,12,0,0.5,0,0,0.3,12.8,0
2,1,1.02,1,N,162,141,2,6,0,0.5,0,0,0.3,9.3,2.5
2,1,0.49,1,N,141,237,1,3.5,0,0.5,1.36,0,0.3,8.16,2.5
2,1,2.82,1,N,162,238,1,12,0,0.5,3.06,0,0.3,18.36,2.5
1,1,1.2,1,N,163,141,1,7,2.5,0.5,1,0,0.3,11.3,2.5
1,1,1.3,1,N,170,113,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
1,1,1.4,1,N,48,246,1,7,2.5,0.5,1,0,0.3,11.3,2.5
1,1,0.9,1,N,50,100,2,7,2.5,0.5,0,0,0.3,10.3,2.5
2,1,2.51,1,N,107,142,1,11,0,0.5,3.58,0,0.3,17.88,2.5
2,1,1.8,1,N,237,75,1,8,0,0.5,3.39,0,0.3,14.69,2.5
2,1,5,1,N,144,61,1,21.5,0,0.5,4.96,0,0.3,29.76,2.5
2,1,2.49,1,N,144,233,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5
2,1,4.85,1,N,223,162,1,18,0,0.5,6.39,0,0.3,29.64,2.5
2,1,1.47,1,N,262,239,2,8.5,0,0.5,0,0,0.3,11.8,2.5
1,1,0,1,N,89,119,1,48.2,0,0.5,0,0,0.3,49,0
1,1,2.5,1,N,236,162,1,10,2.5,0.5,1.7,0,0.3,15,2.5
1,1,2.5,1,N,264,264,1,8.5,0,0.5,1.86,0,0.3,11.16,0
1,1,0.6,1,N,264,264,2,4,0,0.5,0,0,0.3,4.8,0
2,1,7.63,1,N,234,116,1,26,0,0.5,7.32,0,0.3,36.62,2.5
2,1,4.35,1,N,116,236,1,17,0,0.5,5.08,0,0.3,25.38,2.5
2,1,3.13,1,N,107,262,1,12,0,0.5,4.59,0,0.3,19.89,2.5
1,1,0,1,N,194,205,1,38.2,0,0.5,0,6.12,0.3,45.12,0
2,1,10.47,1,N,43,25,1,33.5,0,0.5,7.36,0,0.3,44.16,2.5
2,1,2,1,N,231,68,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
2,1,1.13,1,N,100,233,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,1,0.94,1,N,229,237,2,5,0,0.5,0,0,0.3,8.3,2.5
2,1,0.35,1,N,141,237,1,4,0,0.5,0.73,0,0.3,8.03,2.5
2,1,0.5,1,N,237,140,2,4.5,0,0.5,0,0,0.3,7.8,2.5
2,1,1.36,1,N,262,233,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,1,1.96,1,N,137,140,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
2,1,2.93,1,N,170,81,2,20,2.5,0.5,0,0,0.3,23.3,0
1,2,0.7,1,N,170,137,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
1,2,1,1,N,262,140,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5
1,1,1.3,1,N,164,230,1,8,2.5,0.5,2.25,0,0.3,13.55,2.5
1,1,1.2,1,N,239,151,1,6.5,2.5,0.5,2.5,0,0.3,12.3,2.5
1,1,1.2,1,N,68,249,2,7,2.5,0.5,0,0,0.3,10.3,2.5
1,2,0.8,1,N,161,170,1,7.5,2.5,0.5,4,0,0.3,14.8,2.5
1,1,1.2,1,N,229,140,1,6,2.5,0.5,1.7,0,0.3,11,2.5
2,1,2.04,1,N,143,141,1,9.5,0,0.5,2.43,0,0.3,17.18,2.5
2,1,2.74,1,N,48,24,1,10,0,0.5,2.66,0,0.3,15.96,2.5
2,1,1.68,1,N,238,142,2,7,0,0.5,0,0,0.3,10.3,2.5
2,1,1.06,1,N,237,236,2,5,0,0.5,0,0,0.3,8.3,2.5
2,1,1.36,1,N,140,162,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
2,1,1.88,1,N,7,145,2,10,0,0.5,0,0,0.3,10.8,0
2,1,1.26,1,N,236,237,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,1,4.13,1,N,238,246,1,16,0,0.5,4.82,0,0.3,24.12,2.5
2,1,1.88,1,N,261,249,1,10,0,0.5,6,0,0.3,19.3,2.5
1,1,5.5,1,N,229,231,1,17.5,2.5,0.5,4.15,0,0.3,24.95,2.5
1,1,7.1,1,N,13,141,1,22,2.5,0.5,4,0,0.3,29.3,2.5
2,1,11.41,1,N,138,230,2,36,0,0.5,0,6.12,0.3,45.42,2.5
2,3,1.31,1,N,43,143,1,8,0,0.5,2,0,0.3,13.3,2.5
2,3,1.77,1,N,142,24,1,6.5,0,0.5,1,0,0.3,10.8,2.5
2,1,2.23,1,N,166,239,2,9.5,0,0.5,0,0,0.3,12.8,2.5
2,1,1.04,1,N,41,42,2,6,0,0.5,0,0,0.3,6.8,0
2,1,0.89,1,N,237,141,1,6,0,0.5,1.86,0,0.3,11.16,2.5
1,1,0.5,1,N,79,113,1,5,2.5,0.5,2.05,0,0.3,10.35,2.5
2,1,3.07,1,N,262,170,1,12.5,0,0.5,3.16,0,0.3,20.91,2.5
1,1,1.3,1,N,141,75,1,6,2.5,0.5,1,0,0.3,10.3,2.5
1,1,0.8,1,N,140,141,1,7.5,2.5,0.5,2,0,0.3,12.8,2.5
2,6,2.3,1,N,140,48,1,11.5,0,0.5,2.96,0,0.3,17.76,2.5
2,1,0.88,1,N,238,238,2,5,0,0.5,0,0,0.3,8.3,2.5
2,1,1.25,1,N,151,263,2,8,0,0.5,0,0,0.3,8.8,0
2,1,2.91,1,N,151,48,1,11.5,0,0.5,2.96,0,0.3,17.76,2.5
2,6,0.79,1,N,107,107,2,5.5,0,0.5,0,0,0.3,8.8,2.5
2,6,0.49,1,N,107,137,1,4.5,0,0.5,2.34,0,0.3,10.14,2.5
2,6,3.33,1,N,170,143,1,14,0,0.5,4.32,0,0.3,21.62,2.5
2,1,0.5,1,N,230,48,2,5,0,0.5,0,0,0.3,8.3,2.5
2,1,0.34,1,N,48,68,1,3,0,0.5,1.26,0,0.3,7.56,2.5
2,1,2.36,1,N,24,142,1,11,0,0.5,2,0,0.3,16.3,2.5
2,1,1.28,1,N,48,230,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,1,7.13,1,N,87,263,1,22.5,0,0.5,5.16,0,0.3,30.96,2.5
2,1,0.54,1,N,140,262,1,5,0,0.5,2.08,0,0.3,10.38,2.5
2,1,0.53,1,N,141,141,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5
2,1,2.85,1,N,140,151,1,11,0,0.5,3.58,0,0.3,17.88,2.5
1,1,12.5,1,N,138,71,2,40,0,0.5,0,0,0.3,40.8,0
1,1,0,1,N,89,237,1,34.2,0,0.5,0,0,0.3,35,0
2,1,3.09,1,N,263,50,1,13.5,0,0.5,2,0,0.3,18.8,2.5
1,1,0,1,N,169,235,1,11.2,0,0.5,0,0,0.3,12,0
2,1,1.8,1,N,170,140,4,-7.5,0,-0.5,0,0,-0.3,-10.8,-2.5
2,1,1.8,1,N,170,141,2,7.5,0,0.5,0,0,0.3,10.8,2.5
2,1,1.92,1,N,141,74,2,8,0,0.5,0,0,0.3,11.3,2.5
2,1,0.54,1,N,263,141,1,4,0,0.5,0.73,0,0.3,8.03,2.5
1,1,0.5,1,N,237,236,2,4.5,3,0.5,0,0,0.3,8.3,2.5
1,1,0,1,N,163,10,1,39.2,0,0.5,0,0,0.3,40,0
2,5,0.73,1,N,263,236,1,5.5,0,0.5,2.64,0,0.3,11.44,2.5
1,0,0.7,1,N,237,229,1,5,2.5,0.5,2.05,0,0.3,10.35,2.5
1,1,0,1,N,142,89,1,30.2,0,0.5,0,6.12,0.3,37.12,0
1,2,8.6,1,N,138,238,1,27,2.5,0.5,10.9,6.12,0.3,47.32,2.5
2,1,1.35,1,N,229,263,1,6,0,0.5,2,0,0.3,11.3,2.5
2,1,0.8,1,N,75,41,2,6,0,0.5,0,0,0.3,6.8,0
1,2,11.1,1,Y,233,32,1,32,2.5,0.5,2.7,0,0.3,38,2.5
2,1,16.33,1,N,70,81,2,45,0,0.5,0,0,0.3,45.8,0
1,1,1.2,1,N,141,236,1,5.5,2.5,0.5,1.75,0,0.3,10.55,2.5
2,1,6.46,1,N,231,141,1,19.5,0,0.5,2,0,0.3,26.75,2.5
2,1,0.56,1,N,43,24,1,4.5,0,0.5,4,0,0.3,9.3,0
2,1,2.68,1,N,24,75,2,13.5,0,0.5,0,0,0.3,14.3,0
1,1,1.5,1,N,186,107,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5
1,1,4.7,1,N,79,263,2,15.5,2.5,0.5,0,0,0.3,18.8,2.5
2,1,5.15,1,N,68,232,1,18.5,0,0.5,4.36,0,0.3,26.16,2.5
2,1,1.57,1,N,140,237,2,9,0,0.5,0,0,0.3,12.3,2.5
1,1,0,1,N,261,17,1,22.2,0,0.5,0,0,0.3,23,0
1,1,0.5,1,N,238,238,1,4,2.5,0.5,1.8,0,0.3,9.1,2.5
1,1,2.3,1,N,238,152,1,10.5,2.5,0.5,2.75,0,0.3,16.55,2.5
1,1,0.8,1,N,90,68,1,5.5,2.5,0.5,1.5,0,0.3,10.3,2.5
1,1,0.3,1,N,163,48,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
1,1,1.8,1,N,237,170,1,8,2.5,0.5,1.7,0,0.3,13,2.5
2,1,1.45,1,N,144,87,2,7.5,0,0.5,0,0,0.3,10.8,2.5
2,1,3.44,1,N,231,234,1,16,0,0.5,3.86,0,0.3,23.16,2.5
1,1,0.6,1,N,140,237,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
2,1,0.3,1,N,140,140,1,4,0,0.5,1.46,0,0.3,8.76,2.5
2,1,6.13,1,N,41,94,1,22,0,0.5,4.56,0,0.3,27.36,0
2,1,0.57,1,N,249,90,2,5,0,0.5,0,0,0.3,8.3,2.5
1,1,2.6,1,N,114,170,1,10,2.5,0.5,2.65,0,0.3,15.95,2.5
1,1,4.2,1,N,140,144,2,16,2.5,0.5,0,0,0.3,19.3,2.5
2,1,0.18,1,N,68,68,2,2.5,0,0.5,0,0,0.3,5.8,2.5
2,1,3.02,1,N,68,229,2,11.5,0,0.5,0,0,0.3,14.8,2.5
2,1,1.84,1,N,75,41,2,8,0,0.5,0,0,0.3,8.8,0
2,1,1.75,1,N,75,41,2,9.5,0,0.5,0,0,0.3,10.3,0
2,1,1.79,1,N,239,50,1,8,0,0.5,2,0,0.3,13.3,2.5
1,1,1,1,N,238,166,1,5.5,2.5,0.5,1.75,0,0.3,10.55,2.5
1,1,4.7,1,N,116,236,1,19.5,2.5,0.5,5.7,0,0.3,28.5,2.5
2,1,0.92,1,N,74,75,2,7,0,0.5,0,0,0.3,7.8,0
2,1,4.51,1,N,231,43,1,16.5,0,0.5,4.95,0,0.3,24.75,2.5
2,1,0.94,1,N,141,262,2,5.5,0,0.5,0,0,0.3,8.8,2.5
1,1,11,1,N,138,170,1,33.5,2.5,0.5,10.7,6.12,0.3,53.62,2.5
1,1,0.5,1,N,141,237,1,5,2.5,0.5,1.65,0,0.3,9.95,2.5
1,1,2.6,1,N,48,90,1,11,2.5,0.5,0.7,0,0.3,15,2.5
